Museum_ID,Museum_Name,Museum_City,Museum_Region,Museum_Latitude,Museum_Longitude,Ticket_Cost
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107842,"Raccolta d’arte ""A. R. Giorgi""",http://dati.beniculturali.it/mibact/luoghi/resource/City/Reggiolo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,44.918423,10.803892,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/106337,Galleria d’arte moderna Pino Casarini,http://dati.beniculturali.it/mibact/luoghi/resource/City/Sacile,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia,45.952835,12.502798,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100475,Museo Istituto Tecnico Nautico Leon Pancaldo,http://dati.beniculturali.it/mibact/luoghi/resource/City/Savona,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria,44.306595,8.483011,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101900,"Museo d'arte sacra ""Don Clemente Confalone """,http://dati.beniculturali.it/mibact/luoghi/resource/City/Maiori,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania,40.649994,14.638994,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103227,Ecomuseo della Montagna Pistoiese – Museo Naturalistico Archeologico dell'Appennino Pistoiese (MuNAP),http://dati.beniculturali.it/mibact/luoghi/resource/City/Pistoia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana,44.038754,10.872746,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107876,San Giorgio in Poggiale,http://dati.beniculturali.it/mibact/luoghi/resource/City/Bologna,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,44.497486,11.339407,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103580,Museo della civiltà contadina Dino Gregorio,http://dati.beniculturali.it/mibact/luoghi/resource/City/Mairano,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia,45.478687,10.038713,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/105942,Mostra permanente del sodalizio dei facchini di Santa Rosa,http://dati.beniculturali.it/mibact/luoghi/resource/City/Viterbo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,42.41506,12.103335,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101456,"Museo ""Cola Filotesio""",http://dati.beniculturali.it/mibact/luoghi/resource/City/Amatrice,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,42.628017,13.29248,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/105546,"Museo e biblioteca ""F. Renzi""",http://dati.beniculturali.it/mibact/luoghi/resource/City/Borghi,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,43.999905,12.351314,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102077,Museo Michelangelo Antonioni,http://dati.beniculturali.it/mibact/luoghi/resource/City/Ferrara,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,44.841057,11.620935,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20491,Cenacolo di Ognissanti,http://dati.beniculturali.it/mibact/luoghi/resource/City/Firenze,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana,43.772373,11.245805,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/111233,Piccolo museo della moto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Guastalla,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,44.91005,10.652823,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107072,Museo Roberto Papi,http://dati.beniculturali.it/mibact/luoghi/resource/City/Salerno,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania,40.681236,14.756007,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100212,Museo della civiltà contadina di San Giorgio della Richinvelda,http://dati.beniculturali.it/mibact/luoghi/resource/City/San_Giorgio_della_Richinvelda,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia,46.045578,12.868027,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107068,Museo Ascione del Corallo,http://dati.beniculturali.it/mibact/luoghi/resource/City/Napoli,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania,40.837975,14.249478,Free Entry
