Museum_City,Ticket_Cost,Count
http://dati.beniculturali.it/mibact/luoghi/resource/City/Corfinio,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cori,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Corigliano_Calabro,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Corinaldo,2.50,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cortaccia_sulla_strada_del_vino_Kurtatsch_an_der_Weinstrasse,5.50,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Corteno_Golgi,4.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cortina_d_Ampezzo,8.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cosenza,4.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cosenza,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Costigliole_Saluzzo,6.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Costigliole_d_Asti,2.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Courmayeur,3.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Crecchio,2.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cremona,10.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cremona,3.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Crodo,2.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Crotone,4.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cupra_Marittima,7.50,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cupramontana,2.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Deliceto,17.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Desenzano_del_Garda,7.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Desenzano_del_Garda,8.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Dolianova,5.00,1
