Museum_ID,Museum_Name,Museum_City,Museum_Region,Ticket_Cost
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/135423,Museo degli antichi saperi,http://dati.beniculturali.it/mibact/luoghi/resource/City/Buonabitacolo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101966,Museo di San Petronio,http://dati.beniculturali.it/mibact/luoghi/resource/City/Bologna,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/111159,Collezione Caffè Cagliari - Le macchine da caffè,http://dati.beniculturali.it/mibact/luoghi/resource/City/Modena,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100346,Museo della cultura contadina - Ecomuseo Alta Val Petronio,http://dati.beniculturali.it/mibact/luoghi/resource/City/Castiglione_Chiavarese,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102007,Collezione di Anatomia Patologica e Teratologia Veterinaria “Alessandrini-Ercolani”,http://dati.beniculturali.it/mibact/luoghi/resource/City/Ozzano_dell_Emilia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101825,Museo diocesano di Acerra,http://dati.beniculturali.it/mibact/luoghi/resource/City/Acerra,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107186,Palazzo Borea D’Olmo,http://dati.beniculturali.it/mibact/luoghi/resource/City/Sanremo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/105051,Museo delle arti rurali,http://dati.beniculturali.it/mibact/luoghi/resource/City/Sant_Agata_Feltria,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100367,Museo di chimica di Genova,http://dati.beniculturali.it/mibact/luoghi/resource/City/Genova,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101766,"Museo etnografico ""Beniamino Tartaglia""",http://dati.beniculturali.it/mibact/luoghi/resource/City/Aquilonia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101423,Museo della media valle del Liri,http://dati.beniculturali.it/mibact/luoghi/resource/City/Sora,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101630,Museo della terra,http://dati.beniculturali.it/mibact/luoghi/resource/City/Latera,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/105725,Museo dei gessi,http://dati.beniculturali.it/mibact/luoghi/resource/City/Urbino,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108414,Museo archeologico lametino,http://dati.beniculturali.it/mibact/luoghi/resource/City/Lamezia_Terme,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Calabria,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/7122,MAGMA – Museo archivio grafica manifesto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Civitanova_Marche,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20756,Gallerie degli Uffizi - Gabinetto disegni e stampe,http://dati.beniculturali.it/mibact/luoghi/resource/City/Firenze,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102770,Museo Franchetti - Colibri' del Collegio S. Giuseppe,http://dati.beniculturali.it/mibact/luoghi/resource/City/Torino,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Piemonte,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/111875,Mulini di Aldino,http://dati.beniculturali.it/mibact/luoghi/resource/City/Aldino_Aldein,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Trentino-Alto_Adige,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101165,Museo etno-antropologico di Ribera Alta,http://dati.beniculturali.it/mibact/luoghi/resource/City/Ribera,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sicilia,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104182,Pinacoteca parrocchiale,http://dati.beniculturali.it/mibact/luoghi/resource/City/Corridonia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103579,Museo etnografico della Valvestino di Magasa,http://dati.beniculturali.it/mibact/luoghi/resource/City/Magasa,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101531,MACRO Museo d'Arte Contemporanea Roma,http://dati.beniculturali.it/mibact/luoghi/resource/City/Roma,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/105509,Museo naturalistico etnografico della riserva naturale Lago di Posta Fibreno,http://dati.beniculturali.it/mibact/luoghi/resource/City/Posta_Fibreno,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102105,Museo universitario di paleontologia,http://dati.beniculturali.it/mibact/luoghi/resource/City/Modena,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/117224,Ecomuseo villaggio operaio Leumann,http://dati.beniculturali.it/mibact/luoghi/resource/City/Collegno,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Piemonte,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/105443,Fondazione Erio Tripodi - Museo della canzone,http://dati.beniculturali.it/mibact/luoghi/resource/City/Vallecrosia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102008,Raccolta di antichi strumenti chirurgici veterinari,http://dati.beniculturali.it/mibact/luoghi/resource/City/Ozzano_dell_Emilia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100100,Museo Cappella de' Bartolomei,http://dati.beniculturali.it/mibact/luoghi/resource/City/Giulianova,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Abruzzo,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102458,Museo della cultura contadina in Valle,http://dati.beniculturali.it/mibact/luoghi/resource/City/Fabbrica_Curone,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Piemonte,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100223,Mostra permanente del presepio,http://dati.beniculturali.it/mibact/luoghi/resource/City/Muggia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/105547,"Museo archeologico ""Antonio Santarelli""",http://dati.beniculturali.it/mibact/luoghi/resource/City/Forli,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100195,"Centro visite Parco Dolomiti friulane ""Il caseificio di Poffabro"" ""In mont - le malghe del parco""",http://dati.beniculturali.it/mibact/luoghi/resource/City/Cimolais,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102225,"Natura - Museo ravennate di scienze naturali ""Alfredo Brandolini""",http://dati.beniculturali.it/mibact/luoghi/resource/City/Ravenna,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,Free Entry
