Entity_ID,Entry_Price
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/118201_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100071_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103334_Base,4.0
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20243_Base,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102140_Base,"10,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/111852_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107156_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/7122_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/105558_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20182_Riduzione,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103686_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100507_Riduzione,2.5
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20680_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102301_Riduzione,"4,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107173_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100078_Base,6.0
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20037_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/106907_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100106_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/106755_Base,"3,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20067_Base,"6,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107983_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/111231_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/122613_Base,"3,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/7227_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100038_Riduzione,"1,70"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100311_Riduzione,"3,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101617_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/136488_Riduzione,"14,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20094_Base,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102045_Riduzione,"7,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101473_Base,"4,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20141_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101496_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/112125_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102294_Riduzione,"5,50"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103640_Base,"4,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20342_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101397_Riduzione,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103844_Base,"10,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20038_Base,"18,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20284_Riduzione,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/137322_Base,"10,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/105533_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100589_Base,"6,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/105549_Riduzione,"7,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/111091_Base,Gratuito
