Archive_ID,Archive_Name,Archive_City,Archive_Region,Archive_Latitude,Archive_Longitude,Ticket_Cost
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/126356,Archivio di Stato dell'Aquila,http://dati.beniculturali.it/mibact/luoghi/resource/City/L_Aquila,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Abruzzo,42.341587,13.461116,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20685,Archivio di Stato di Pescara,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pescara,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Abruzzo,42.454334,14.235692,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/126372,Archivio di Stato di Viterbo,http://dati.beniculturali.it/mibact/luoghi/resource/City/Viterbo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,42.428642,12.102955,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/145986,Archivio di Stato di Verbania,http://dati.beniculturali.it/mibact/luoghi/resource/City/Verbania,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Piemonte,41.86956,12.568359,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20681,Archivio di Stato di Verona,http://dati.beniculturali.it/mibact/luoghi/resource/City/Verona,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Veneto,45.420124,10.985052,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/136277,Archivio di Stato di Matera,http://dati.beniculturali.it/mibact/luoghi/resource/City/Matera,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Basilicata,40.668716,16.60802,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/136283,Archivio di Stato di Reggio Calabria. Sezione di Palmi,http://dati.beniculturali.it/mibact/luoghi/resource/City/Palmi,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Calabria,38.36082,15.857681,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20711,Archivio di Stato di Ancona,http://dati.beniculturali.it/mibact/luoghi/resource/City/Ancona,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche,43.597733,13.503542,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/127086,Archivio di Stato di Firenze,http://dati.beniculturali.it/mibact/luoghi/resource/City/Firenze,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana,43.76833,11.26954,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103147,Domus mazziniana,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pisa,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana,43.711628,10.398145,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100439,Archivio della fotografia,http://dati.beniculturali.it/mibact/luoghi/resource/City/La_Spezia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria,44.11465,9.810335,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/150879,Villa Vicentini Miniussi,http://dati.beniculturali.it/mibact/luoghi/resource/City/Ronchi_dei_Legionari,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia,41.86956,12.568359,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101958,Collezione storica ATC Bologna,http://dati.beniculturali.it/mibact/luoghi/resource/City/Bologna,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,44.507275,11.350482,Free Entry
